names,dates,latitude,longitude,categorical,quant1,quant2,quant3
b'Leonidus',1468102467,6.973498245,113.7729324,Category06,0.603060103,2.856891858,9695.530359
b'Naquasia',1480539809,69.85500933,-87.01388776,Category06,2.498968097,-26.10607678,4144.817566
b'Mailany',1481831203,-65.88910562,52.48903063,Category05,1.414414181,7.384325543,5383.106665
b'Kainan',1459147480,50.5729411,-147.0742792,Category01,3.450830181,-8.441961729,3119.217908
b'Fransheska',1462735201,69.80864893,-5.969042535,Category04,3.095509742,-25.81064839,9068.923602
b'Merion',1476339411,43.00431198,-25.89523154,Category04,0.041355268,-1.546709463,7564.8115
b'Melveen',1460958479,14.02496475,-132.5244933,Category00,2.824378086,-18.09227325,2747.841153
b'Shymeek',1476987765,-86.40890419,151.5727288,Category00,1.605054096,24.91508055,5731.125684
b'Amylah',1469580891,-69.16286112,135.7077875,Category05,1.090830377,23.88704966,7580.274096
b'Othello',1455999457,4.59372978,16.34997746,Category12,3.023861884,18.7401697,8449.89885
b'Roselina',1479057709,35.10313521,0.464487738,Category00,2.982749674,-17.76005173,8033.408142
b'Malayah',1470847674,-72.5054454,87.89533773,Category01,0.813365771,-28.01181275,1882.927586
b'Arnesto',1468488602,81.75446124,153.5262526,Category04,2.200159179,-7.352548029,2388.644401
b'Deanne',1466913604,-80.86775097,-160.8681227,Category01,0.01637243,-10.98810602,3679.843066
b'Harla',1468856353,-61.84126818,-119.1183427,Category05,2.22028856,14.76755826,2975.138112
b'Jontavius',1469080363,50.47842695,-34.72598144,Category08,0.695003,-18.7241308,5052.284627
b'Jasibe',1467376167,-21.33510729,-67.82469827,Category04,2.347701085,25.86599943,1630.433428
b'Azalee',1479199897,36.67016245,-168.9939028,Category05,0.592972101,8.205201547,3782.005797
b'Dreylan',1471659046,88.92461615,-104.5177106,Category12,2.092640138,7.044154362,7455.407002
b'Idrena',1465806756,79.01726282,175.2848584,Category01,0.681691827,26.74766889,910.0224989
b'Elysian',1463452728,49.19460396,-47.72635784,Category07,0.717507426,-20.25091608,4552.020943
b'Susano',1460282542,89.92841107,-126.7147682,Category01,1.060637079,-16.87253661,9789.334804
b'Kelee',1458369510,-30.91193671,125.4516042,Category04,2.259217235,14.07855358,6535.297862
b'Corine',1454760126,67.33096472,-168.3173617,Category12,2.260937862,-22.42575712,4070.51876
b'Corbit',1464445893,67.48208537,10.43787532,Category09,1.134660254,-27.5020415,1815.535176
b'Thao',1470952842,54.54691267,-76.09343814,Category09,2.388522467,-24.20598887,3357.435384
b'Teyonce',1456244028,-56.08398033,-46.20330975,Category04,1.48263365,29.65387903,9305.054115
b'Lya',1453151652,5.984096006,-46.43722507,Category07,1.87492807,-29.11191627,1976.798944
b'Kinberlin',1468533887,44.37391792,59.75361207,Category05,2.66345615,25.36603016,4151.622196
b'Lismary',1460479697,37.3477881,172.5074671,Category01,1.620149923,-29.52903604,2332.455863
b'Tawanne',1471925284,-61.99264734,130.0928648,Category05,3.057046262,23.98589828,5410.555607
b'Gerben',1470338464,10.10584386,160.5759146,Category06,0.320966066,-27.29425511,3160.079359
b'Cierre',1467350159,-49.90533616,67.47894656,Category08,2.659731556,-0.886452323,9710.823597
b'Kresten',1458938813,30.41666124,-93.68043296,Category05,0.464061119,-4.066364857,8969.114408
b'Lucell',1462571289,50.16711435,-51.13671617,Category09,0.797765406,-7.952905764,8442.853024
b'Honoka',1454396178,56.20501249,-96.37080858,Category06,0.045647337,27.28900774,9399.619086
b'Faith',1454056500,18.65023767,-88.02690457,Category00,2.474469173,9.462564876,7029.907411
b'Revella',1466613070,-65.18061008,-33.68851295,Category05,1.266107401,-4.371365617,8596.300193
b'Johniqua',1468251058,-74.292145,147.6465049,Category06,2.201450106,17.11498615,411.2020342
b'Ariannah',1458877285,9.730190319,37.9290172,Category05,2.877817037,-0.615612157,6182.294952
b'Luray',1463662753,-79.51839437,-8.962531787,Category06,0.173109304,-15.22380129,6619.919412
b'Jarma',1460033129,-79.16764937,48.40686037,Category07,2.801239664,-13.79494868,2480.547173
b'Kateline',1472222713,47.4692645,-158.2850577,Category08,1.699252164,-19.28426216,7706.620015
b'Nessa',1480224815,38.21960838,-155.4087241,Category09,1.499254058,16.97325541,2292.059951
b'Trig',1456426914,9.340923649,29.86589313,Category00,1.79065351,-9.356856863,9052.211137
b'Allessandra',1477673756,-30.79605829,45.81329594,Category12,0.073011652,-23.10817559,6961.012677
b'Santo',1470218611,-12.43867336,113.2603973,Category08,1.138033901,0.030708993,5431.303943
b'Amerie',1465648813,-53.15600133,-2.920431818,Category12,1.46717518,4.885224386,6459.187107
b'Mauna',1478722794,55.11914357,-127.9271542,Category00,2.34438277,-2.419747867,7202.295189
b'Eunji',1457295849,-43.67257932,161.9798564,Category08,1.322308839,-10.71385804,6154.814347
b'Jahmila',1470035621,14.53302977,72.71698051,Category01,0.019642389,-1.320492319,3556.31814
b'Atreau',1467498960,14.27571955,-107.1069151,Category09,3.049108467,15.64373876,9584.627021
b'Shetia',1480500965,-57.75037383,79.57699798,Category07,0.129911339,-29.1298432,2951.3557
b'Lyric',1478855874,-12.51707088,166.0996764,Category12,3.415583017,-18.20915557,8345.284928
b'Lennie',1480390310,3.907612674,-69.15419054,Category01,1.453115221,-1.950985679,6708.345226
b'Jordon',1466926705,-46.72359302,-102.9515026,Category07,1.804963368,-0.707777029,4915.485502
b'Dustan',1465011736,20.92938163,71.61430034,Category12,1.337824987,-7.972793916,4647.664461
b'Zygmont',1462861080,26.32532544,138.7897213,Category00,1.421297346,-5.170565995,4247.641661
b'Taurean',1470031001,40.3371382,71.29703879,Category05,2.117506206,-1.491637658,8504.171401
b'Shamair',1466519105,-80.41976055,-75.4233186,Category08,0.478989282,-3.192945746,2725.320524
b'Saori',1469875704,-20.14489981,64.36359468,Category04,2.155392254,16.39874137,8513.247736
b'Rebcca',1464311057,-47.29154018,-88.90549735,Category00,0.537788093,-10.1148833,8942.50174
b'Sherin',1463616383,64.36962971,-106.7486576,Category06,1.029748008,-10.12735427,9168.879902
b'Giamarie',1463630787,-12.53345412,55.50953469,Category07,3.004758621,19.47288335,891.4787798
b'Taje',1456994073,-49.15271266,63.71981455,Category02,1.553381716,-17.33008596,8708.346503
b'Silbia',1464715218,45.83336302,-38.78655859,Category05,0.326772043,24.46339862,5930.670988
b'Cail',1454820667,-28.31878307,149.1259979,Category04,2.657588241,-12.19589047,3665.194407
b'Saniah',1471701106,60.74238842,126.7786182,Category06,3.251208264,-9.320865067,2780.166611
b'Kempton',1463680319,30.00309161,134.8849406,Category05,2.68717118,28.35235021,7394.578859
b'Telsha',1454918807,-3.556020073,170.8761745,Category08,2.993840396,-28.66340585,1820.552082
b'Lendall',1471247134,-81.64858942,-123.4845696,Category08,0.375935889,-7.79727057,4253.42522
b'Lyman',1475002309,-83.78091909,-83.00878241,Category05,1.849849796,-19.11958513,3182.917083
b'Abdulaziz',1472522520,40.44685902,-133.4418566,Category04,3.334609404,-7.335518038,6765.033823
b'Kytana',1471488649,-40.84911437,75.57666568,Category09,2.944506969,-27.55338346,9383.1113
b'Nathiel',1452384217,-31.77653673,-43.42541191,Category09,1.500669113,0.089210123,1173.744118
b'Lekesia',1466746394,-43.54497948,27.66350283,Category02,0.235575493,-6.24833358,9383.254374
b'Ottillie',1453926058,37.16339192,-12.60784399,Category12,2.314359018,1.0460258,4830.087438
b'Arjen',1480307671,79.1782575,27.87230643,Category05,1.387586863,-0.447722722,6246.043436
b'Brejon',1463003445,-76.16788964,53.50287199,Category02,3.205443979,7.176791686,2274.943018
b'Kamily',1455296705,-50.38115094,52.71736095,Category02,1.155161722,-29.2410401,6210.643477
b'Trudith',1477946748,87.58048856,-119.4862284,Category00,1.336730651,-7.632255415,6423.760703
b'Ashiyah',1468143775,-59.3468799,-91.26826143,Category00,1.152394794,-2.226125638,9058.993002
b'Flormaria',1470968525,46.65487132,-131.6035721,Category06,2.66007827,12.23178801,8856.338622
b'Kimonie',1471038286,28.83419179,-33.30065603,Category12,2.64893257,-14.36442129,4844.328465
b'Whisper',1469867350,76.64310927,-120.055359,Category08,1.845927705,-0.185421689,8269.389836
b'Issacc',1466337469,73.06692778,-2.493062286,Category08,0.659322982,15.18058495,8382.895941
b'Josaline',1482061009,-78.70758995,-131.5103006,Category04,1.487884778,-16.99586251,1924.22608
b'Dayshawn',1478712649,38.02835933,15.55938465,Category07,3.363930524,-11.28870469,8761.146915
b'Shelon',1451707404,10.65691929,176.5302093,Category05,2.423572897,-17.39129974,4590.911146
b'Jaydelynn',1466091101,-19.26296964,-138.735445,Category04,1.712691196,0.668508632,1704.914298
b'Corneil',1475945407,65.59023301,66.05515228,Category06,1.989249861,-14.90466314,8763.305301
b'Elizeo',1476308748,17.66365132,-55.63631499,Category12,2.101726334,-1.264252455,5429.480589
b'Geroline',1469607405,-89.59938192,1.36734998,Category06,2.61008232,21.96845404,6314.091945
b'Derek',1481035860,-27.38120219,145.2603614,Category08,1.272119822,10.19766256,1982.81785
b'Kayvan',1461895324,-27.62394944,107.0281964,Category00,0.587426645,24.66164319,8101.043016
b'Kelden',1469515925,60.71485405,133.8348265,Category02,2.138865234,2.25180919,1930.693931
b'Anddy',1452025157,-42.89850731,-97.79916216,Category01,3.095568589,8.725395603,8896.50882
b'Briceton',1460819488,-26.99285161,15.06615576,Category00,2.204415796,-11.42947937,42.26289032
b'Mircale',1454645813,-81.7881924,-12.6761975,Category08,1.272172599,-28.19089804,9546.622278
b'Darisha',1453195351,16.57625225,-68.16685226,Category05,1.904329002,1.275023226,370.3724346
b'Ambra',1474568463,-49.27803009,-34.08740837,Category00,3.369561181,24.12464693,4934.232251
b'Jimma',1460299454,-1.57414051,-140.0016854,Category12,2.422684878,-29.39652032,9053.905586
b'Myssiah',1465793009,-26.35060684,139.3040151,Category08,0.390794385,-25.40141905,8971.130685
b'Aalijah',1483026425,57.34980088,123.6986056,Category08,2.307296409,2.436297117,5880.593774
b'Alucard',1457408742,-14.19855692,84.93774848,Category08,0.781192831,-14.19636697,8397.491666
b'Keivn',1455805965,30.9522955,133.1604508,Category09,3.005006121,14.63242548,9490.153113
b'Othan',1470855352,-20.77877774,169.4493657,Category12,2.332269648,-18.00638224,3035.976734
b'Devaun',1482861380,-81.10144644,118.6713798,Category02,1.559644118,-16.9587994,421.4160396
b'Rhoman',1477197308,-27.5054498,145.8598678,Category04,0.935137444,-12.3341746,3171.382613
b'Zanovia',1458555478,-61.40238091,37.23101538,Category01,1.691023763,-3.627653217,7386.922012
b'Jahrell',1481964933,39.1358859,-135.8905327,Category09,3.119072085,29.62356549,9323.505239
b'Edsson',1466145372,-49.46692385,-17.95916995,Category05,2.971337761,22.48351441,7904.191047
b'Deshuna',1481758712,-19.63679707,-103.6085666,Category05,3.323896118,3.604636313,352.260446
b'Sacha',1480088945,81.77827903,-23.43812853,Category08,0.319730678,26.73713453,6339.290464
b'Crishawn',1470271163,-29.37022645,39.29285772,Category07,2.785057561,-8.969698289,2962.355914
b'Biannca',1459016222,47.40850248,128.3261836,Category07,0.314025366,25.46741801,1490.088082
b'Jerrilynn',1462055711,-16.43371789,-101.2640243,Category02,3.279283702,-5.228551322,9686.806375
b'Deletha',1462393074,-33.20644739,-86.44769158,Category00,3.05112905,15.31516642,8521.746314
b'Ameriyah',1469612217,85.86734486,-78.95344496,Category12,3.021748084,9.437762747,9441.724251
b'Shaunel',1463290529,70.50271283,-145.4423629,Category00,1.483057125,-12.05147967,6512.53627
b'Tashi',1453052526,40.78951893,-130.0530235,Category12,1.814291654,-4.013344015,6493.958645
b'Cervante',1464439689,14.85333989,-40.356867,Category00,3.108250693,8.478155384,3855.71044
b'Benjain',1464022913,-33.07059479,71.56674851,Category04,2.482998789,-7.023545285,6325.083147
b'Bethsy',1457641418,-11.24645239,52.24171096,Category08,0.597979626,-14.56140582,2531.384768
b'Shahara',1470702420,9.05591607,127.8839721,Category06,2.840423965,28.98023872,6295.579904
b'Shasmeen',1455327725,-38.62858282,130.3164898,Category05,2.764824506,-16.54942435,9998.923975
b'Trilla',1479310410,-16.28014319,85.82106898,Category01,0.718091846,-24.62362209,2042.776265
b'Carlena',1457698990,-32.01467348,-173.3719606,Category09,1.746949825,15.18827564,3127.352559
b'Kirt',1472087483,24.23469217,87.42007161,Category02,3.414791815,2.668798024,6508.664753
b'Kawanza',1459702787,-81.62482231,-83.67470468,Category04,1.972341547,-14.49339124,9672.904527
b'Rahem',1464392396,84.71883603,-57.53673236,Category09,2.607540737,20.66244914,3055.844804
b'Desmond',1477066136,26.59679819,120.8762154,Category05,0.372122981,25.32987127,3084.487917
b'Laughlin',1482313983,22.52103872,33.36501759,Category01,1.970772074,18.26483653,8976.453638
b'Mehret',1473637847,-1.86359801,42.58310092,Category09,2.22587405,29.52161538,1954.655081
b'Eyram',1454110861,-51.41524394,96.76409345,Category06,2.77373896,14.9842308,167.962993
b'Marguis',1481632346,-66.17914062,95.95228392,Category08,0.307825854,-21.08124928,2119.594598
b'Jadee',1455842552,46.3447043,-166.5124247,Category05,1.71654632,15.03540581,1751.589464
b'Amany',1474833357,64.15344111,-103.340327,Category09,0.348799784,22.44420668,7477.735797
b'Braxley',1466316695,-35.30082888,60.89223756,Category06,2.511932763,4.860899095,7485.859025
b'Dotty',1451797911,46.33363724,-130.7101925,Category02,3.341087721,-11.0184408,5414.980514
b'Maryline',1478805368,81.40838909,27.23245016,Category05,0.37774732,5.781326675,3497.831836
b'Madoc',1462595626,20.78682804,154.7099963,Category06,2.909236861,26.92321689,9820.571861
b'Deron',1452810570,-59.37159001,62.27839383,Category05,2.686647584,26.88719676,5114.593108
b'Bobbyjoe',1465968855,79.0159448,27.26937339,Category08,0.675573299,-23.73992518,937.3265104
b'Jissele',1459732832,-12.85072331,-99.10483862,Category12,2.220144689,3.406104908,1613.49514
b'Belma',1481201359,59.9328785,-178.9563603,Category12,0.029599031,7.064454563,8189.228064
b'Haisten',1455464332,-89.69066497,90.01701691,Category08,2.74185471,16.57973099,2502.624819
b'Honest',1469838332,0.815818932,-66.66846839,Category02,0.891589545,-15.08668554,3713.505568
b'Jatana',1458365393,-59.82413528,90.46051594,Category02,2.915385688,7.980470569,5958.062161
b'Vernelda',1477477778,44.93540242,-7.933357612,Category09,2.524772831,6.161071988,1896.753684
b'Esparanza',1472827256,-17.14602762,-136.006651,Category07,2.886696076,4.282412564,9723.05965
b'Kristena',1475386396,-27.36147517,53.23355324,Category06,3.03628957,-10.14874299,2950.682977
b'Keithen',1469388607,57.51348044,13.21177965,Category05,2.775125663,-13.13911654,8891.946947
b'Lennie',1470819204,-26.52310397,148.9464283,Category00,2.954277927,0.742840575,1834.656075
b'Pati',1479443960,20.34206745,160.8535368,Category01,0.784245447,-16.31215501,4075.084597
b'Nykea',1468670766,-30.02775011,13.59295604,Category01,1.595924654,13.95252933,5251.743653
b'Vonnesha',1474517058,-23.56084514,-17.86631612,Category06,2.773035827,13.43431094,3143.402692
b'Elrena',1453915051,-74.86088647,147.8501689,Category09,0.379603969,-20.23779698,4762.077759
b'Enessa',1476462786,21.26837826,-35.06250888,Category08,2.900115689,-21.14690886,1007.778594
b'Kuniko',1478036509,18.18337526,5.573776712,Category07,1.010139474,-23.00678557,3582.245447
b'Nahzir',1476017486,88.81113326,127.5425303,Category04,1.981316867,0.462065585,6231.141688
b'Enika',1451951265,67.54031892,-0.326934522,Category05,0.166041107,-15.75937771,866.013999
b'Amorra',1477719506,-14.7414121,177.3043192,Category01,3.207390564,-18.54683061,5051.702617
b'Denae',1471310140,-7.631972496,157.2089052,Category02,3.072118842,-17.27919095,4759.702978
b'Donje',1475762096,79.729357,163.3841137,Category08,1.310330032,-29.329513,9480.25092
b'Goldina',1469621470,-43.81449901,-121.5585031,Category04,1.462778866,14.75524859,4608.881134
b'Awn',1468706579,-40.32459877,111.77742,Category00,2.363958531,-8.54226538,666.6321418
b'Dontravius',1461533651,-88.94143129,-80.87287861,Category09,0.24309544,-11.47644014,207.2294113
b'Nuraz',1476907835,-41.35949722,-88.90900329,Category00,0.106430304,11.61435719,284.7317863
b'Reginamarie',1463057427,59.31961108,103.004953,Category04,0.153047007,-2.716129329,4683.787848
b'Kariah',1474818048,54.14482029,-46.12545934,Category08,0.876592746,16.82250787,6663.890889
b'Jwana',1471994451,-74.39453358,65.75842731,Category06,1.126449169,3.729148712,112.018504
b'Natural',1472751896,7.183485967,-69.10241712,Category07,1.328273667,-24.86005815,2632.231602
b'Leenora',1464258619,42.24658834,132.5421343,Category01,0.448849006,23.39536495,7463.551063
b'Aiyona',1454990100,-35.44600226,123.2606813,Category04,3.194766479,-21.90868227,8861.174386
b'Sumeya',1476963968,75.48652219,-84.91948303,Category08,2.643443372,-2.323028322,4043.984208
b'Sirenna',1474770402,-4.549303732,-161.9531785,Category08,2.510651135,-10.6306936,82.94766439
b'Dannel',1465216084,65.01722181,102.3057834,Category09,1.836810919,-10.68144958,8231.758592
b'Marichelle',1461276694,6.939696594,141.1557894,Category04,1.029764682,29.22813417,8830.647192
b'Quinteria',1471907827,27.25253289,-125.9927845,Category07,0.647871938,-1.992719233,7129.293403
b'Saliah',1482387496,77.91864616,163.6723297,Category09,1.312115078,21.62961988,6840.801169
b'Adylee',1476707981,33.01569967,18.23260259,Category00,0.220597788,13.19125735,3966.50963
b'Khalaya',1467503111,-0.735653392,90.06433924,Category07,2.002993568,28.70036477,4575.224918
b'Chrstine',1479184169,70.52174984,-91.76188657,Category06,0.604629151,28.91046199,4094.502224
b'Avenly',1472766876,-37.68864711,-48.95834801,Category09,1.855601016,-0.817841223,2718.563999
b'Kalianna',1458000737,-65.7134376,23.81633041,Category00,1.655963601,5.702255193,8973.879072
b'Geetha',1481555007,-59.64943284,-86.7411693,Category06,3.165039656,17.86676354,3376.828495
b'Zakiya',1479666524,39.76370802,-133.9127014,Category04,1.69818762,8.587429121,1951.387819
b'Aquetzalli',1476194341,-13.38061038,-126.2473996,Category05,0.591942485,-7.839161565,8567.387805
b'Roopal',1477182377,33.70621044,-24.29307326,Category00,3.18490935,-16.97943265,2682.075398
b'Jula',1452253110,-34.64766682,136.6658293,Category08,2.413876341,-0.710849221,8196.769965
b'Cova',1463016026,11.55071495,-115.5364746,Category05,1.734556825,-26.95452041,3639.914482
b'Keiandre',1471883601,-70.51362934,53.62579471,Category08,0.215779103,-27.71465027,3122.02365
b'Tobin',1465534248,13.29134043,-46.98633835,Category01,3.135956537,-1.327739591,4571.489356
b'Aylet',1471746606,-31.95915974,12.23901651,Category09,1.948858081,28.50439408,4070.919109
b'Donchevell',1461471926,54.61530206,-1.585184448,Category05,1.606132471,-7.995080711,4727.236346
b'Kaylamarie',1482908910,86.00011888,-83.37260824,Category04,1.916812559,7.09719067,5794.402568
b'Denyla',1464956915,22.52798004,50.1732992,Category06,1.599505269,-4.944111525,1926.299157
b'Quran',1471359925,69.1808774,78.82537864,Category12,2.472805379,-19.51679177,3045.108923
b'Kathran',1477546742,66.44258535,38.11869684,Category12,0.115417237,17.26080639,36.56099787
b'Elodee',1461777625,-9.274597427,-69.86472864,Category06,1.893748997,-14.98186353,9164.733316
b'Deontre',1463279545,-21.92406913,107.3707536,Category01,2.649164828,13.08664863,3754.980652
b'Orna',1471023254,-37.48477068,64.34158796,Category06,0.598568937,15.98506668,67.28724151
b'Lailani',1475318684,-15.34297053,117.5226835,Category07,0.814928684,10.29803867,6260.635187
b'Carilyn',1482708747,-24.56244918,-27.59621327,Category01,2.110531978,29.19895459,2388.967414
b'Natsuko',1480197659,-14.6655647,-88.120033,Category06,3.29665081,19.60179686,5437.028462
b'Leonta',1478377871,70.07954172,-95.88048002,Category04,1.153930293,-6.400430504,2574.717658
b'Arvi',1461489637,-0.515058964,-18.13542896,Category04,0.630253972,-17.45618329,1192.454713
b'Yulemni',1457709900,12.72704914,156.8274247,Category02,0.935456437,-23.73634484,2155.496665
b'Amandarae',1479645624,79.46393907,-51.00062796,Category05,2.431813039,-21.9806196,3412.021507
b'Hinal',1469882307,-35.4341236,25.80574231,Category06,1.044786282,14.79762584,1482.692541
b'Taahir',1464953339,34.08152567,138.1038886,Category07,2.612146015,-28.07685242,9578.637645
b'Maurisa',1473928533,-28.7930306,-28.05507445,Category04,0.559579648,9.88787596,2054.034569
b'Raahi',1460610719,30.29581111,-27.01978129,Category01,1.109228774,-21.76562397,4009.757682
b'Tandrea',1482709168,-84.21591092,20.287404,Category04,0.687688067,-23.03797805,6437.629742
b'Rosaland',1464277200,-56.68501647,-162.0935295,Category09,0.651356027,-15.38023287,2727.050854
b'Sheldrick',1451707464,40.4040879,-74.37875793,Category12,0.781532786,16.67718522,2956.223846
b'Thao',1477704113,73.54029387,108.5783622,Category00,3.048514893,8.393984895,7834.317416
b'Elmedina',1477214093,58.98574334,-130.7656395,Category00,0.392492305,0.752879181,5036.225732
b'Drayden',1451650357,89.53661117,140.637511,Category06,3.392001563,20.32626302,7960.600208
b'Elvire',1456747961,9.614018509,-54.15705104,Category05,1.467623418,12.28826488,6221.716817
b'Symeir',1467089802,72.08701488,26.09288519,Category04,2.269291201,5.680186531,7737.632089
b'Khaleed',1464619145,-76.79886774,152.9273449,Category08,3.318198519,-10.89677065,3212.224614
b'Felton',1460063490,-17.83664791,-51.94063898,Category02,2.810923804,-10.9425134,9538.574427
b'Zechary',1477095560,76.14500559,-57.30136242,Category04,0.589235329,-19.07700539,8851.788731
b'Sharenda',1468275286,-82.54638152,36.89700455,Category01,2.476608586,-16.12074258,3995.048373
b'Marshaye',1459864193,-20.75960488,-161.0682392,Category06,3.186760904,-8.090916515,4179.640777
b'Douglass',1482697410,64.42226026,-68.06392401,Category12,1.042290912,-4.744892844,3325.602371
b'Tery',1470038229,-1.647970766,105.789017,Category04,1.429938056,-3.964569461,9024.32954
b'Brawley',1467803442,-14.40658592,154.7599274,Category00,2.387631735,22.54180176,1141.956024
b'Rienna',1478065462,43.47992561,32.03751723,Category04,0.505011487,22.55594141,2734.477946
b'Jakin',1466761958,-18.16087042,-39.49322444,Category05,3.44856132,-29.7861245,804.3757429
b'Perette',1470179059,-28.95499124,159.7083407,Category06,1.266397755,9.40834729,4371.267711
b'Orden',1464980648,22.96641251,114.9791806,Category04,2.841526217,-26.17533811,8449.507711
b'Redden',1479999330,-12.61250875,-39.54786528,Category05,2.001815639,20.99361893,7998.421625
b'Jemina',1474372882,-38.73270097,-39.13561924,Category06,2.73040945,5.903203222,3395.118368
b'Krishnan',1465714362,7.595444077,124.3371402,Category09,1.827026425,-6.155384121,8501.523782
b'Eidan',1462505153,-67.17100229,-81.59437084,Category08,1.690200638,14.93448111,9513.133543
b'Annett',1471462915,76.75825649,168.7733246,Category01,0.321690841,27.05846355,3651.462899
b'Khiabet',1466342961,60.44236247,-113.5613279,Category04,1.533057914,0.44497996,3133.626182
b'Shakobe',1454305632,72.27109012,-59.48824197,Category00,1.017356402,24.52670363,2307.543583
b'Jasier',1478399640,65.49500271,-78.39856853,Category04,1.873246813,-8.487550117,4232.582661
b'Dajahnay',1469582428,20.51807415,44.41808537,Category12,2.438722115,7.917649983,5217.115938
b'Yolaine',1457682380,-27.74538212,70.28779148,Category00,1.200272643,1.280115715,6304.26502
b'Izaack',1462992521,9.980189298,25.14802808,Category12,0.526502618,-29.70308615,8777.158383
b'Mithila',1452720474,62.80301941,-178.5219457,Category01,2.560117663,-19.16389448,5274.625081
b'Notie',1474211385,-68.32130871,47.21332285,Category07,0.522119631,-29.28735132,7898.586589
b'Ervey',1461671890,-50.40798339,-26.41075416,Category01,1.825646032,-23.86531442,2778.947234
b'Ellnora',1464125378,-30.94677754,-165.7586252,Category00,3.273794091,22.70183585,2330.581916
b'Tynea',1451799352,-46.72333313,175.9495114,Category07,2.420545197,-23.46349326,3991.768542
b'Lashe',1476787684,-45.11491072,146.898805,Category12,0.408375686,6.723201533,8237.217047
b'Khash',1471157616,-56.01791397,-126.7237191,Category08,1.752365714,27.09600469,8923.076139
b'Annalynn',1451787102,2.959238262,-101.5231645,Category00,1.174239612,27.40295879,3721.306789
b'Larken',1482057672,-73.08880404,160.6790346,Category08,2.14035577,-6.084167285,4092.965725
b'Mahal',1456877650,68.91278376,-163.0812033,Category00,0.517406159,-3.160554434,1554.749462
b'Tayce',1475116176,-29.08659988,91.73679721,Category00,1.527183074,19.03533514,4318.74936
b'Chelsay',1457572144,12.00819508,-150.0057277,Category06,3.441425135,8.867058046,3165.759322
b'Kristanna',1469539810,-38.71024197,-134.7812672,Category06,2.44837813,-25.06351699,891.5459416
b'Dsean',1473691898,-60.31097636,26.68881376,Category00,3.14282,5.528619437,1086.393342
b'Christieann',1466068037,-89.44103837,148.6180456,Category04,1.631481773,19.41151565,2834.342222
b'Leiny',1460366397,-85.02341795,169.3458285,Category01,3.026246119,3.022164414,8285.754239
b'Khalisa',1480108141,66.88546919,178.1119842,Category06,1.1841221,28.7520181,64.99683519
b'Yubin',1471026154,37.74568037,143.0770352,Category08,1.07005412,19.04407759,7966.541732
b'Colsen',1461886777,84.39578013,-99.36291268,Category00,0.434808878,-20.68038123,226.5980014
b'Teshayla',1461899305,8.532511786,-173.1396538,Category12,2.534641582,-17.07157695,2164.593838
b'Tynette',1474918135,-54.61426667,-57.05837812,Category12,3.155244359,-19.51991473,5561.690554
b'Mayari',1462333923,82.38481084,62.40639706,Category04,1.028679973,15.20114081,1328.140937
b'Anny',1468709902,89.78185111,120.2498529,Category00,0.208788715,-14.5841566,7721.0388
b'Anglene',1453615174,-1.90152858,-159.1357141,Category07,0.605492245,-12.54766831,2416.842967
b'Ellard',1468709307,60.60459419,136.2430401,Category07,1.421722841,11.02815182,6650.311642
b'Thang',1476828610,-68.8034525,-90.14646099,Category05,1.209458457,-0.583468484,39.32263339
b'Iantha',1476476935,-2.79709118,-132.4328093,Category02,0.860213707,-26.59506526,5486.401489
b'Shayenne',1454045660,59.83053594,-127.1835529,Category01,0.234319907,20.65867153,6773.344148
b'Marisa',1463079268,2.327643069,25.28593887,Category02,0.591147647,10.01185393,2354.235917
b'Zanea',1477059044,30.68563282,74.41543885,Category07,1.158508937,26.81713044,1656.014953
b'Adil',1455184145,-19.58634574,-106.0842929,Category12,2.010845144,-0.086181352,5745.069736
b'Shontell',1452852303,-55.31322317,24.63973543,Category01,2.430469945,18.80201871,504.4458993
b'Mikylla',1456225307,-80.29161431,-92.70649505,Category04,0.491776599,-15.37976708,6815.590879
b'Ramir',1461483683,-68.49378601,-130.3562986,Category04,0.065736931,-10.11154102,813.3009809
b'Aakeem',1476815919,9.284313666,-97.76474055,Category12,3.252229989,-3.29128885,3412.754112
b'Williman',1467147099,32.64247666,-43.80537829,Category04,1.25562602,-8.205575783,8889.579883
b'Rainey',1466874648,32.88292303,-115.7579652,Category04,0.938927978,13.43093641,694.8998089
b'Dalevon',1476799419,-61.56769869,-98.81827178,Category06,2.097706576,25.21927638,7548.996346
b'Latora',1475356925,16.04043563,-158.7012753,Category02,2.91029623,-10.64558444,8780.146481
b'Unk',1454680046,35.21949774,52.27705885,Category07,2.835854672,1.951757654,1969.068955
b'Humayra',1482343184,6.579074992,-27.27534359,Category06,3.192087864,-18.54278552,4708.205134
b'Toufic',1476534620,69.10412688,107.2239468,Category04,0.842255391,16.14125697,544.5287094
b'Dequesha',1457967643,53.8116543,-77.18542043,Category04,1.777972564,-17.98347253,1728.482089
b'Earther',1458603755,-72.932799,-95.91974944,Category05,1.619076728,14.20301591,8756.906659
b'Ladeja',1457946856,-31.47264487,40.82882569,Category02,2.84601202,-15.30607198,8151.331708
b'Jyselle',1482951807,-22.4579762,-2.762227249,Category01,0.639568746,-26.5420145,6520.343565
b'Dylanjacob',1467167021,-35.46010986,33.84615424,Category06,2.757736213,-6.777361131,4203.11714
